Subject_ID,Time,PPG
9,0.0,-0.0003570710963829508
9,0.01001001001001001,0.09113979182898084
9,0.02002002002002002,0.1839646342704657
9,0.03003003003003003,0.2664478973768309
9,0.04004004004004004,0.35183252174520413
9,0.050050050050050046,0.4355058758973274
9,0.06006006006006006,0.4970869446023772
9,0.07007007007007007,0.5587044497417343
9,0.08008008008008008,0.6244341677672791
9,0.09009009009009009,0.6695351423616045
9,0.10010010010010009,0.7070206216980621
9,0.11011011011011011,0.7398996801076804
9,0.12012012012012012,0.7549773902338546
9,0.13013013013013014,0.7711735209970555
9,0.14014014014014015,0.7781979350195716
9,0.15015015015015015,0.7892244306060411
9,0.16016016016016016,0.7541949710043071
9,0.17017017017017017,0.7446385706293946
9,0.18018018018018017,0.7099084804681733
9,0.19019019019019018,0.6721662162579474
9,0.20020020020020018,0.6377670770594487
9,0.21021021021021022,0.5927514057008781
9,0.22022022022022023,0.5552898509601831
9,0.23023023023023023,0.4936544976114443
9,0.24024024024024024,0.4508824470594562
9,0.2502502502502503,0.387404026912505
9,0.2602602602602603,0.3436115044185677
9,0.2702702702702703,0.2992495433055197
9,0.2802802802802803,0.2479109626923324
9,0.2902902902902903,0.19551100509339747
9,0.3003003003003003,0.1694038270352811
9,0.3103103103103103,0.14466609949057171
9,0.3203203203203203,0.0928210910715498
9,0.3303303303303303,0.08072497531654481
9,0.34034034034034033,0.048011558818645945
9,0.35035035035035034,0.03479671167628354
9,0.36036036036036034,0.018523292573080715
9,0.37037037037037035,0.0117518412718236
9,0.38038038038038036,0.015519949605268287
9,0.39039039039039036,0.008633251408910022
9,0.40040040040040037,-0.0008004123592937748
9,0.41041041041041043,0.003711386936147337
9,0.42042042042042044,-0.000258451756822841
9,0.43043043043043044,-0.005192981166091351
9,0.44044044044044045,0.003942567593328101
9,0.45045045045045046,-0.0012726624091155955
9,0.46046046046046046,-0.016023734552872232
9,0.47047047047047047,-0.01544268211868839
9,0.4804804804804805,-0.03004032425880523
9,0.4904904904904905,-0.0422806923177172
9,0.5005005005005005,-0.0680072753661788
9,0.5105105105105106,-0.10152243461349955
9,0.5205205205205206,-0.12082246089380169
9,0.5305305305305306,-0.15697990345290408
9,0.5405405405405406,-0.18912600724569997
9,0.5505505505505506,-0.22930321366199985
9,0.5605605605605606,-0.2797199206262454
9,0.5705705705705706,-0.33093501360923516
9,0.5805805805805806,-0.3855996590001285
9,0.5905905905905906,-0.42336215568131325
9,0.6006006006006006,-0.4796547755330675
9,0.6106106106106106,-0.5322118880582092
9,0.6206206206206206,-0.5859096187657276
9,0.6306306306306306,-0.6200605001415456
9,0.6406406406406406,-0.666939374262046
9,0.6506506506506506,-0.6967085342793162
9,0.6606606606606606,-0.7348951470862798
9,0.6706706706706707,-0.7552147547152448
9,0.6806806806806807,-0.765878166204706
9,0.6906906906906907,-0.7734534397533941
9,0.7007007007007007,-0.780222755284977
9,0.7107107107107107,-0.7665127661987154
9,0.7207207207207207,-0.7451798572093215
9,0.7307307307307307,-0.7171940248846952
9,0.7407407407407407,-0.6740071900787447
9,0.7507507507507507,-0.6334430313330565
9,0.7607607607607607,-0.5770864189481326
9,0.7707707707707707,-0.5221033993120194
9,0.7807807807807807,-0.43985956881386523
9,0.7907907907907907,-0.3646201685709434
9,0.8008008008008007,-0.2859349027506249
9,0.8108108108108109,-0.20136847578904948
9,0.8208208208208209,-0.12330951661388562
9,0.8308308308308309,-0.02497779192735105
9,0.8408408408408409,0.06462105061297034
9,0.8508508508508509,0.15199893216145222
9,0.8608608608608609,0.2381834868748979
9,0.8708708708708709,0.3420145799040564
9,0.8808808808808809,0.39316288717644465
9,0.8908908908908909,0.480599890613136
9,0.9009009009009009,0.5464711868053984
9,0.9109109109109109,0.6123779396845052
9,0.9209209209209209,0.6665634132590087
9,0.9309309309309309,0.6965195072265106
9,0.9409409409409409,0.7273330912179949
9,0.950950950950951,0.7580936910247418
9,0.960960960960961,0.768261249224789
9,0.970970970970971,0.7736483268908677
9,0.980980980980981,0.7723220818524
9,0.990990990990991,0.7693872614435745
9,1.001001001001001,0.7378809923949317
9,1.011011011011011,0.7147327500406828
9,1.021021021021021,0.684207346434389
9,1.031031031031031,0.6417900327893381
9,1.0410410410410411,0.6056025549950568
9,1.0510510510510511,0.5597911233253225
9,1.0610610610610611,0.5031290616648378
9,1.0710710710710711,0.46193499562423856
9,1.0810810810810811,0.40043247085949174
9,1.0910910910910911,0.3475582740058269
9,1.1011011011011012,0.30526003313017014
9,1.1111111111111112,0.2690682319281148
9,1.1211211211211212,0.2087039099939237
9,1.1311311311311312,0.18552434392160222
9,1.1411411411411412,0.13662443912893352
9,1.1511511511511512,0.11248755617522638
9,1.1611611611611612,0.07941073575404414
9,1.1711711711711712,0.05824172067793406
9,1.1811811811811812,0.041689069988073105
9,1.1911911911911912,0.02222206159507433
9,1.2012012012012012,0.025704679114621397
9,1.2112112112112112,0.015218044908634678
9,1.2212212212212212,0.00834817741478823
9,1.2312312312312312,0.0012701067158291646
9,1.2412412412412412,-0.003493696566082582
9,1.2512512512512513,-0.002527202851137438
9,1.2612612612612613,-0.004720389182885819
9,1.2712712712712713,0.0007746925026390146
9,1.2812812812812813,-0.009318589720970143
9,1.2912912912912913,-0.008336937474644758
9,1.3013013013013013,-0.01301735120420085
9,1.3113113113113113,-0.03780179272657293
9,1.3213213213213213,-0.03588893673487103
9,1.3313313313313313,-0.0661439429375924
9,1.3413413413413413,-0.09325481848107837
9,1.3513513513513513,-0.11686725943511572
9,1.3613613613613613,-0.14195623528055595
9,1.3713713713713713,-0.18221632241903735
9,1.3813813813813813,-0.2249001211327572
9,1.3913913913913913,-0.26670304703064696
9,1.4014014014014013,-0.3164743193823762
9,1.4114114114114114,-0.3645602573278066
9,1.4214214214214214,-0.4215344136208382
9,1.4314314314314314,-0.4665380614865809
9,1.4414414414414414,-0.5212802497402848
9,1.4514514514514514,-0.5647268877697934
9,1.4614614614614614,-0.6093686986904404
9,1.4714714714714714,-0.6637357460529878
9,1.4814814814814814,-0.6930628061215698
9,1.4914914914914914,-0.7299874466166058
9,1.5015015015015014,-0.7466949323419352
9,1.5115115115115114,-0.7747260637386137
9,1.5215215215215214,-0.7801725175303964
9,1.5315315315315314,-0.7710886978927612
9,1.5415415415415414,-0.778829367377301
9,1.5515515515515514,-0.7582844073223444
9,1.5615615615615615,-0.7296926916555115
9,1.5715715715715715,-0.6913129385802175
9,1.5815815815815815,-0.6535297781033713
9,1.5915915915915915,-0.5902563309539736
9,1.6016016016016015,-0.5306808450362988
9,1.6116116116116117,-0.47126757700632393
9,1.6216216216216217,-0.38884848362023083
9,1.6316316316316317,-0.31017276220537937
9,1.6416416416416417,-0.2241225589109573
9,1.6516516516516517,-0.1389124045908474
9,1.6616616616616617,-0.04178575924361535
