Subject_ID,Time,PPG
2,0.0,0.0049287944413349315
2,0.01001001001001001,0.09353737047134901
2,0.02002002002002002,0.1763621843965019
2,0.03003003003003003,0.26623033333451007
2,0.04004004004004004,0.34354136101421967
2,0.050050050050050046,0.4321712480027207
2,0.06006006006006006,0.4998604904402431
2,0.07007007007007007,0.559559682918378
2,0.08008008008008008,0.6248052816983725
2,0.09009009009009009,0.6705678139405699
2,0.10010010010010009,0.7118261393084807
2,0.11011011011011011,0.7498681606974935
2,0.12012012012012012,0.7642050454052636
2,0.13013013013013014,0.7779224422500458
2,0.14014014014014015,0.7711798101281229
2,0.15015015015015015,0.775448383377242
2,0.16016016016016016,0.7616440426559391
2,0.17017017017017017,0.7387725628968355
2,0.18018018018018017,0.7050048872504634
2,0.19019019019019018,0.6786170603155488
2,0.20020020020020018,0.6441107642249572
2,0.21021021021021022,0.5828234124829225
2,0.22022022022022023,0.5469205195656639
2,0.23023023023023023,0.49729881398661663
2,0.24024024024024024,0.4497881422341414
2,0.2502502502502503,0.39667061365090145
2,0.2602602602602603,0.34296277152161764
2,0.2702702702702703,0.29759705093518385
2,0.2802802802802803,0.2558889105149599
2,0.2902902902902903,0.21412374968155223
2,0.3003003003003003,0.1709257859252301
2,0.3103103103103103,0.13350851995914223
2,0.3203203203203203,0.10208524893695561
2,0.3303303303303303,0.07071078966297616
2,0.34034034034034033,0.048371136637004944
2,0.35035035035035034,0.042525996556954195
2,0.36036036036036034,0.020476027036598843
2,0.37037037037037035,0.018742520585759113
2,0.38038038038038036,0.0031850733460725127
2,0.39039039039039036,0.0007851314943741455
2,0.40040040040040037,-0.004070392129239208
2,0.41041041041041043,0.003937266681034847
2,0.42042042042042044,-1.8383671988335602e-05
2,0.43043043043043044,-0.0010567633200739039
2,0.44044044044044045,0.002363541948554106
2,0.45045045045045046,-0.002502881776902889
2,0.46046046046046046,-0.00953528878590018
2,0.47047047047047047,-0.020159699923460016
2,0.4804804804804805,-0.029920069177675087
2,0.4904904904904905,-0.05012806367495595
2,0.5005005005005005,-0.06687975448840017
2,0.5105105105105106,-0.09133796272964492
2,0.5205205205205206,-0.12990451362120892
2,0.5305305305305306,-0.1534044130972184
2,0.5405405405405406,-0.1927953823929611
2,0.5505505505505506,-0.2467097131679632
2,0.5605605605605606,-0.28317441155242
2,0.5705705705705706,-0.3243739559812146
2,0.5805805805805806,-0.37869774438437187
2,0.5905905905905906,-0.428138939115828
2,0.6006006006006006,-0.4847129688597587
2,0.6106106106106106,-0.5299262591527626
2,0.6206206206206206,-0.5770966004364013
2,0.6306306306306306,-0.6240424220152626
2,0.6406406406406406,-0.6632365270896148
2,0.6506506506506506,-0.6966404142983055
2,0.6606606606606606,-0.7284715411976064
2,0.6706706706706707,-0.7521499930022378
2,0.6806806806806807,-0.767522873408324
2,0.6906906906906907,-0.7771527352108187
2,0.7007007007007007,-0.7798453160152599
2,0.7107107107107107,-0.7621412674853049
2,0.7207207207207207,-0.7491533428793513
2,0.7307307307307307,-0.7231858964183157
2,0.7407407407407407,-0.6820844903977158
2,0.7507507507507507,-0.6291352491769034
