time,ppg_signal,subject_id
0.0,-0.0051624524397875255,1
0.010001666944490749,0.11550336263698832,1
0.020003333888981498,0.23982087440920388,1
0.030005000833472247,0.33952906249938297,1
0.040006667777962995,0.4727720373033752,1
0.050008334722453744,0.53086938417262,1
0.06001000166694449,0.6140135586481691,1
0.07001166861143523,0.686470681792957,1
0.08001333555592599,0.731314889761436,1
0.09001500250041675,0.7475889585066308,1
0.10001666944490749,0.7985218441935799,1
0.11001833638939823,0.7926953290836785,1
0.12002000333388899,0.752807634748368,1
0.13002167027837974,0.730867942434737,1
0.14002333722287047,0.7062203052046485,1
0.15002500416736123,0.6298188935697872,1
0.16002667111185198,0.5843168481460922,1
0.17002833805634274,0.5237886270736621,1
0.1800300050008335,0.4428605203083381,1
0.19003167194532422,0.37864810276373106,1
0.20003333888981498,0.31747375802271033,1
0.21003500583430573,0.24864280302930844,1
0.22003667277879646,0.18221028838744827,1
0.23003833972328722,0.15529056133106467,1
0.24004000666777797,0.10732604699646157,1
0.2500416736122687,0.062418777331708225,1
0.2600433405567595,0.06451909396249278,1
0.2700450075012502,0.040776295366860574,1
0.28004667444574094,0.007927620388799354,1
0.2900483413902317,-0.001462460268496531,1
0.30005000833472245,-0.008107027477841163,1
0.31005167527921323,0.016617166688867768,1
0.32005334222370396,0.01402269258954084,1
0.3300550091681947,0.0014631758225426388,1
0.3400566761126855,-0.011576665457229867,1
0.3500583430571762,-0.008091201535194877,1
0.360060010001667,-0.03776164490855724,1
0.3700616769461577,-0.033021075477886574,1
0.38006334389064844,-0.0804846968541944,1
0.3900650108351392,-0.11008091323073657,1
0.40006667777962995,-0.1653597072994026,1
0.4100683447241207,-0.2208423148597286,1
0.42007001166861146,-0.28285038570090604,1
0.4300716786131022,-0.33896449300397485,1
0.4400733455575929,-0.3923493646755545,1
0.4500750125020837,-0.4832193493905188,1
0.46007667944657443,-0.543163735972328,1
0.4700783463910652,-0.6075344613242212,1
0.48008001333555594,-0.6475763649701209,1
0.49008168028004667,-0.7137600266024834,1
0.5000833472245374,-0.743500420289179,1
0.5100850141690282,-0.7591544014646031,1
0.520086681113519,-0.7844249957431141,1
0.5300883480580096,-0.7822705802513478,1
0.5400900150025004,-0.7734955202869316,1
0.5500916819469912,-0.7121362866742642,1
0.5600933488914819,-0.6774668540075244,1
0.5700950158359727,-0.6134460919806722,1
0.5800966827804634,-0.5258962248749683,1
0.5900983497249542,-0.43451350017666107,1
0.6001000166694449,-0.3154039930930255,1
0.6101016836139357,-0.21698659685601412,1
0.6201033505584265,-0.08667917629636994,1
0.6301050175029171,0.012932676269227292,1
0.6401066844474079,0.15489400225985875,1
0.6501083513918987,0.26976363015987725,1
