Subject_ID,Time,PPG,HR,HRV
5,0.0,0.0013610834231106,93,60.70464528671826
5,0.01001001001001,0.092212548828578,93,60.70464528671826
5,0.02002002002002,0.1827967220766322,93,60.70464528671826
5,0.03003003003003,0.2603897064706865,93,60.70464528671826
5,0.04004004004004,0.3434757113908926,93,60.70464528671826
5,0.05005005005005,0.4184539469260624,93,60.70464528671826
5,0.06006006006006,0.4985991282385905,93,60.70464528671826
5,0.07007007007007,0.5643842049691421,93,60.70464528671826
5,0.08008008008008,0.6221673789121861,93,60.70464528671826
5,0.09009009009009,0.6666499942581959,93,60.70464528671826
5,0.1001001001001,0.705057081506269,93,60.70464528671826
5,0.1101101101101101,0.7450929694961437,93,60.70464528671826
5,0.1201201201201201,0.7627493186944645,93,60.70464528671826
5,0.1301301301301301,0.7729442567746271,93,60.70464528671826
5,0.1401401401401401,0.7790427740333247,93,60.70464528671826
5,0.1501501501501501,0.7690960020929849,93,60.70464528671826
5,0.1601601601601601,0.7602460225909277,93,60.70464528671826
5,0.1701701701701701,0.7394328818959969,93,60.70464528671826
5,0.1801801801801801,0.7087030201246302,93,60.70464528671826
5,0.1901901901901901,0.6757558689482688,93,60.70464528671826
5,0.2002002002002001,0.6391368467943471,93,60.70464528671826
5,0.2102102102102102,0.5874837541749263,93,60.70464528671826
5,0.2202202202202202,0.5443200166195367,93,60.70464528671826
5,0.2302302302302302,0.4939991793119642,93,60.70464528671826
5,0.2402402402402402,0.4445343853760766,93,60.70464528671826
5,0.2502502502502503,0.3915893218188881,93,60.70464528671826
5,0.2602602602602603,0.3389341045243569,93,60.70464528671826
5,0.2702702702702703,0.2924989991081683,93,60.70464528671826
5,0.2802802802802803,0.2604500784763526,93,60.70464528671826
5,0.2902902902902903,0.2016773331048834,93,60.70464528671826
5,0.3003003003003003,0.1592882184043676,93,60.70464528671826
5,0.3103103103103103,0.1421480088114804,93,60.70464528671826
5,0.3203203203203203,0.1007249028795264,93,60.70464528671826
5,0.3303303303303303,0.0734334110770209,93,60.70464528671826
5,0.3403403403403403,0.0506203418476342,93,60.70464528671826
5,0.3503503503503503,0.0295648647932411,93,60.70464528671826
5,0.3603603603603603,0.0184256387393741,93,60.70464528671826
5,0.3703703703703703,0.0105534163021314,93,60.70464528671826
5,0.3803803803803803,0.0041519837912616,93,60.70464528671826
5,0.3903903903903903,0.006325045691512,93,60.70464528671826
5,0.4004004004004003,-0.0005054676048221,93,60.70464528671826
5,0.4104104104104104,-0.0039371244338907,93,60.70464528671826
5,0.4204204204204204,-0.0027620287748385,93,60.70464528671826
5,0.4304304304304304,0.0023785099911032,93,60.70464528671826
5,0.4404404404404404,-0.0099227363353534,93,60.70464528671826
5,0.4504504504504504,0.004334373987904,93,60.70464528671826
5,0.4604604604604604,-0.0083301464750754,93,60.70464528671826
5,0.4704704704704704,-0.0237864902737146,93,60.70464528671826
5,0.4804804804804805,-0.0243122052426145,93,60.70464528671826
5,0.4904904904904905,-0.0457863013193302,93,60.70464528671826
5,0.5005005005005005,-0.0723192425668329,93,60.70464528671826
5,0.5105105105105106,-0.0964064856767368,93,60.70464528671826
5,0.5205205205205206,-0.1198468124363921,93,60.70464528671826
5,0.5305305305305306,-0.1532866557706613,93,60.70464528671826
5,0.5405405405405406,-0.1916774955018715,93,60.70464528671826
5,0.5505505505505506,-0.2347934150631903,93,60.70464528671826
5,0.5605605605605606,-0.2813405238129903,93,60.70464528671826
5,0.5705705705705706,-0.3257024623019454,93,60.70464528671826
5,0.5805805805805806,-0.3807228052143475,93,60.70464528671826
5,0.5905905905905906,-0.4376591212660897,93,60.70464528671826
5,0.6006006006006006,-0.4849894295763935,93,60.70464528671826
5,0.6106106106106106,-0.5287297617459398,93,60.70464528671826
