Subject_ID,Time,PPG,HR,HRV
6,0.0,-0.0010398240820412,75,31.858181044319824
6,0.01001001001001,0.0895385421989219,75,31.858181044319824
6,0.02002002002002,0.1795398798490512,75,31.858181044319824
6,0.03003003003003,0.2630159168920596,75,31.858181044319824
6,0.04004004004004,0.3459924180900703,75,31.858181044319824
6,0.05005005005005,0.4208263840966773,75,31.858181044319824
6,0.06006006006006,0.4988841674380395,75,31.858181044319824
6,0.07007007007007,0.5728047947841183,75,31.858181044319824
6,0.08008008008008,0.6327445581798355,75,31.858181044319824
6,0.09009009009009,0.6715901470130414,75,31.858181044319824
6,0.1001001001001,0.7074798769867637,75,31.858181044319824
6,0.1101101101101101,0.7400474676180183,75,31.858181044319824
6,0.1201201201201201,0.7647834025115463,75,31.858181044319824
6,0.1301301301301301,0.768753339832645,75,31.858181044319824
6,0.1401401401401401,0.772051454757919,75,31.858181044319824
6,0.1501501501501501,0.7778978769180642,75,31.858181044319824
6,0.1601601601601601,0.7652989320651802,75,31.858181044319824
6,0.1701701701701701,0.7405472609994563,75,31.858181044319824
6,0.1801801801801801,0.7176099642578306,75,31.858181044319824
6,0.1901901901901901,0.6778283217447305,75,31.858181044319824
6,0.2002002002002001,0.6352806917365991,75,31.858181044319824
6,0.2102102102102102,0.5906701603037722,75,31.858181044319824
6,0.2202202202202202,0.5451067027208684,75,31.858181044319824
6,0.2302302302302302,0.4978302669880814,75,31.858181044319824
6,0.2402402402402402,0.4407226235532108,75,31.858181044319824
6,0.2502502502502503,0.3928302778826256,75,31.858181044319824
6,0.2602602602602603,0.3337524347516746,75,31.858181044319824
6,0.2702702702702703,0.2868281932632215,75,31.858181044319824
6,0.2802802802802803,0.255173986218859,75,31.858181044319824
6,0.2902902902902903,0.2030657661399267,75,31.858181044319824
6,0.3003003003003003,0.1589082493854614,75,31.858181044319824
6,0.3103103103103103,0.1288544776385876,75,31.858181044319824
6,0.3203203203203203,0.1054786498062572,75,31.858181044319824
6,0.3303303303303303,0.0766083478609554,75,31.858181044319824
6,0.3403403403403403,0.0553806105109194,75,31.858181044319824
6,0.3503503503503503,0.0441074040792998,75,31.858181044319824
6,0.3603603603603603,0.0138849965407752,75,31.858181044319824
6,0.3703703703703703,0.01263216734018,75,31.858181044319824
6,0.3803803803803803,0.0137569313871733,75,31.858181044319824
6,0.3903903903903903,-0.0003746029716032,75,31.858181044319824
6,0.4004004004004003,0.0022272077477615,75,31.858181044319824
6,0.4104104104104104,0.0001768922449383,75,31.858181044319824
6,0.4204204204204204,0.0062952330186779,75,31.858181044319824
6,0.4304304304304304,0.004488898367998,75,31.858181044319824
6,0.4404404404404404,-0.0034993922339156,75,31.858181044319824
6,0.4504504504504504,-0.0012218121607744,75,31.858181044319824
6,0.4604604604604604,-0.0151115252035744,75,31.858181044319824
6,0.4704704704704704,-0.0156436628201775,75,31.858181044319824
6,0.4804804804804805,-0.0352421241441101,75,31.858181044319824
6,0.4904904904904905,-0.0419792927073041,75,31.858181044319824
6,0.5005005005005005,-0.0761773805939507,75,31.858181044319824
6,0.5105105105105106,-0.0887118561347598,75,31.858181044319824
6,0.5205205205205206,-0.120103297887474,75,31.858181044319824
6,0.5305305305305306,-0.1654802618061809,75,31.858181044319824
6,0.5405405405405406,-0.1969617431321554,75,31.858181044319824
6,0.5505505505505506,-0.236371943397596,75,31.858181044319824
6,0.5605605605605606,-0.2820696773964802,75,31.858181044319824
6,0.5705705705705706,-0.3262605543415939,75,31.858181044319824
6,0.5805805805805806,-0.3846459283445773,75,31.858181044319824
6,0.5905905905905906,-0.4250310366666072,75,31.858181044319824
6,0.6006006006006006,-0.4866743798615529,75,31.858181044319824
6,0.6106106106106106,-0.5346404884475742,75,31.858181044319824
6,0.6206206206206206,-0.5862590068601032,75,31.858181044319824
6,0.6306306306306306,-0.6236633344857,75,31.858181044319824
6,0.6406406406406406,-0.6583170190041433,75,31.858181044319824
6,0.6506506506506506,-0.7096411600549445,75,31.858181044319824
6,0.6606606606606606,-0.7270331621349758,75,31.858181044319824
6,0.6706706706706707,-0.7394643768521788,75,31.858181044319824
6,0.6806806806806807,-0.767406081376914,75,31.858181044319824
6,0.6906906906906907,-0.7740434666851408,75,31.858181044319824
6,0.7007007007007007,-0.7685069987735773,75,31.858181044319824
6,0.7107107107107107,-0.759507801765346,75,31.858181044319824
6,0.7207207207207207,-0.7484381345670549,75,31.858181044319824
6,0.7307307307307307,-0.7258717831064757,75,31.858181044319824
6,0.7407407407407407,-0.6752975032189834,75,31.858181044319824
6,0.7507507507507507,-0.6343737842918975,75,31.858181044319824
6,0.7607607607607607,-0.5882637812569912,75,31.858181044319824
6,0.7707707707707707,-0.5124668236614037,75,31.858181044319824
6,0.7807807807807807,-0.4472122360496059,75,31.858181044319824
6,0.7907907907907907,-0.3622660559686658,75,31.858181044319824
6,0.8008008008008007,-0.2903621448003184,75,31.858181044319824
6,0.8108108108108109,-0.2019478461775095,75,31.858181044319824
6,0.8208208208208209,-0.1133323455506232,75,31.858181044319824
6,0.8308308308308309,-0.0214166894133806,75,31.858181044319824
6,0.8408408408408409,0.0656888413533033,75,31.858181044319824
6,0.8508508508508509,0.1570251496977373,75,31.858181044319824
6,0.8608608608608609,0.2389716103431404,75,31.858181044319824
6,0.8708708708708709,0.3264464143767458,75,31.858181044319824
6,0.8808808808808809,0.4162751138755606,75,31.858181044319824
6,0.8908908908908909,0.4784728453474414,75,31.858181044319824
6,0.9009009009009008,0.5569964402802714,75,31.858181044319824
6,0.9109109109109108,0.6055219353518003,75,31.858181044319824
6,0.9209209209209208,0.6535213188594173,75,31.858181044319824
6,0.9309309309309308,0.6961139489350893,75,31.858181044319824
6,0.9409409409409408,0.7300169582792481,75,31.858181044319824
6,0.950950950950951,0.7574032570487774,75,31.858181044319824
6,0.960960960960961,0.7801095434206416,75,31.858181044319824
6,0.970970970970971,0.7785954868795962,75,31.858181044319824
6,0.980980980980981,0.7753426386223692,75,31.858181044319824
6,0.990990990990991,0.7686076671157225,75,31.858181044319824
6,1.001001001001001,0.745691959611884,75,31.858181044319824
6,1.011011011011011,0.721486935453606,75,31.858181044319824
6,1.021021021021021,0.6806270001657523,75,31.858181044319824
6,1.031031031031031,0.6437638510662422,75,31.858181044319824
6,1.0410410410410411,0.6006135759976722,75,31.858181044319824
6,1.0510510510510511,0.5542106148298204,75,31.858181044319824
6,1.0610610610610611,0.5126165150427844,75,31.858181044319824
6,1.0710710710710711,0.4637426605732408,75,31.858181044319824
6,1.0810810810810811,0.4033744447185614,75,31.858181044319824
6,1.0910910910910911,0.3555154379637688,75,31.858181044319824
6,1.1011011011011012,0.3087574970724608,75,31.858181044319824
6,1.1111111111111112,0.2654725410890344,75,31.858181044319824
6,1.1211211211211212,0.2299715395854292,75,31.858181044319824
6,1.1311311311311312,0.1791058468719533,75,31.858181044319824
6,1.1411411411411412,0.1352838666154738,75,31.858181044319824
6,1.1511511511511512,0.1051194758797408,75,31.858181044319824
6,1.1611611611611612,0.0729809551968495,75,31.858181044319824
6,1.1711711711711712,0.0634375828653488,75,31.858181044319824
6,1.1811811811811812,0.0354923804712331,75,31.858181044319824
6,1.1911911911911912,0.0231514744714821,75,31.858181044319824
6,1.2012012012012012,0.0134338195084282,75,31.858181044319824
6,1.2112112112112112,0.0185553329144137,75,31.858181044319824
6,1.2212212212212212,0.0025227312551071,75,31.858181044319824
6,1.2312312312312312,0.0017525042390072,75,31.858181044319824
6,1.2412412412412412,0.0052291299226484,75,31.858181044319824
6,1.2512512512512513,0.0021015090003568,75,31.858181044319824
